88,76
75,69
59,54
93,80
75,69
88,76
75,69
66,62
68,81
59,54
99,86
99,86
75,69
96,83
88,76
59,54
75,69
75,69
100,87
101,88
88,76
101,88
88,76
59,54
88,76
88,76
59,54
50,72
88,76
102,79
88,76
50,72
88,76
103,89
102,79
88,76
100,87
88,76
105,91
75,69
88,76
59,54
75,69
88,76
107,92
88,76
80,93
75,69
75,69
108,94
107,92
102,79
88,76
109,25
75,69
75,69
88,76
18,17
18,17
111,95
102,79
17,96
111,95
18,17
88,76
75,69
108,94
59,54
75,69
75,69
112,70
86,57
75,69
88,76
75,69
113,62
114,97
75,69
18,17
88,76
14,13
88,76
88,76
88,76
14,13
115,98
88,76
117,99
117,99
88,76
118,100
88,76
88,76
85,74
119,102
102,79
88,76
102,79
117,99
88,76
88,76
102,79
88,76
102,79
102,79
102,79
118,100
102,79
88,76
50,72
66,103
120,34
88,76
66,103
121,70
118,100
122,18
12,11
66,103
50,72
124,105
66,103
124,105
118,100
59,54
88,76
125,98
66,103
67,68
88,76
126,106
66,62
66,62
12,11
72,108
128,75
124,105
129,109
124,105
124,105
130,75
59,54
131,110
124,105
39,111
133,16
124,105
102,79
50,72
134,113
124,105
118,100
17,114
124,105
22,114
124,105
134,113
118,100
59,54
135,51
124,105
135,51
118,100
134,113
124,105
102,79
134,113
136,115
137,114
118,100
139,55
50,72
140,114
124,105
50,72
59,54
118,100
50,72
95,109
50,72
142,109
24,24
142,109
102,79
137,114
102,79
24,24
137,114
143,114
12,11
102,79
144,117
59,54
59,54
145,56
145,56
86,57
12,11
148,114
145,56
145,56
136,115
120,34
140,114
140,114
150,88
140,114
118,100
145,56
12,11
151,69
152,34
66,62
68,72
102,79
102,79
12,11
153,119
102,79
154,34
155,120
66,62
156,119
102,79
151,69
118,100
102,79
12,11
151,69
157,64
151,69
136,122
151,69
159,123
159,123
102,79
151,69
102,79
59,54
118,100
102,79
157,64
12,11
157,64
63,124
161,87
157,64
161,87
59,54
102,79
162,125
12,11
163,56
164,126
164,126
165,34
102,79
102,79
159,123
167,128
168,129
169,130
12,11
159,123
68,17
134,113
70,64
172,131
76,100
102,79
157,64
102,79
173,132
174,24
102,79
157,64
102,79
151,69
157,64
175,133
12,11
112,70
157,64
157,64
159,123
157,64
159,123
112,70
12,11
112,70
151,69
177,134
178,135
179,136
157,64
124,137
12,11
180,138
112,70
112,70
134,113
134,113
182,139
157,64
157,64
112,70
151,69
184,141
179,136
157,64
112,70
179,136
157,64
134,113
159,123
185,142
185,142
112,70
185,142
112,70
151,69
112,70
185,142
186,143
187,34
151,69
63,144
134,113
134,113
188,114
134,113
189,46
179,136
134,113
188,114
134,113
151,69
189,46
112,70
151,69
190,37
188,114
151,69
191,8
75,69
112,70
182,139
112,70
157,64
192,145
189,46
182,139
194,15
185,142
195,147
194,15
191,8
185,142
95,66
191,8
194,15
185,142
196,33
197,148
199,142
200,149
202,119
24,24
196,33
198,114
196,33
185,142
199,142
203,32
191,8
169,150
204,151
157,64
203,32
204,151
205,152
206,153
203,32
203,32
204,151
207,67
204,151
24,24
208,154
209,155
195,157
211,51
211,51
213,139
214,159
215,160
204,151
216,161
217,61
218,162
216,161
219,163
220,164
221,75
204,151
216,161
182,139
222,165
59,54
220,164
216,161
182,139
224,166
9,8
182,139
182,139
225,167
194,15
102,79
182,139
15,14
182,139
102,79
204,151
182,139
226,168
182,139
182,139
102,79
204,151
102,79
8,66
227,93
102,79
227,93
203,32
216,161
102,79
179,136
229,59
227,93
216,161
230,169
8,66
102,79
102,79
227,93
179,136
102,79
64,60
214,159
102,79
214,159
15,14
222,165
102,79
233,172
233,173
9,8
9,8
194,15
9,8
214,159
102,79
102,79
234,174
40,17
102,79
17,175
205,176
235,8
102,79
214,159
234,174
102,79
236,177
102,79
102,79
237,178
51,179
214,159
51,179
102,79
205,180
204,151
214,159
205,180
205,180
102,79
102,79
238,88
222,165
102,79
168,181
194,15
214,159
102,79
239,182
214,159
205,180
240,183
205,180
102,79
241,75
40,70
240,183
102,79
102,79
204,151
222,165
75,69
205,180
102,79
205,180
237,178
24,24
205,180
102,79
242,184
222,165
237,178
40,151
237,178
102,79
205,180
245,185
75,69
246,20
222,165
205,180
75,69
205,180
245,185
102,79
102,79
76,100
205,180
237,178
233,112
233,8
17,147
233,158
102,79
205,180
237,178
102,79
237,178
102,79
88,76
102,79
102,79
247,186
237,178
102,79
240,183
237,178
76,100
205,180
237,178
40,187
102,79
240,183
237,178
205,180
237,178
237,178
102,79
102,79
233,64
248,188
24,24
102,79
102,79
205,180
249,50
102,79
240,183
66,182
250,189
102,79
251,157
252,190
66,182
24,24
250,189
252,190
253,191
237,178
102,79
66,182
102,79
220,164
66,182
24,24
102,79
237,178
240,183
205,180
66,182
66,182
237,178
204,151
205,180
204,151
182,139
254,192
234,127
117,99
234,127
117,99
234,127
255,8
205,180
233,193
254,192
205,180
256,194
222,165
222,165
256,194
22,15
237,178
222,165
230,169
24,24
240,183
237,178
204,151
257,195
257,195
205,180
258,196
237,178
259,197
168,181
40,199
168,181
222,165
204,151
256,194
258,196
40,200
205,180
204,151
240,183
233,178
256,194
40,69
261,196
237,178
256,194
233,201
237,178
214,159
240,183
256,194
240,183
240,183
